Start time,End time,Move Minutes count,Calories (kcal),Distance (m),Heart Points,Heart Minutes,Average heart rate (bpm),Max heart rate (bpm),Min heart rate (bpm),Average speed (m/s),Max speed (m/s),Min speed (m/s),Step count,Average weight (kg),Max weight (kg),Min weight (kg)
00:00:00.000+05:30,00:15:00.000+05:30,,19.200520957509678,,,,68.75,71.0,68.0,,,,40,,,
00:15:00.000+05:30,00:30:00.000+05:30,,19.200520957509678,,,,63.5,64.0,62.0,,,,40,,,
00:30:00.000+05:30,00:45:00.000+05:30,,19.200520957509678,,,,75.75,99.0,62.0,,,,40,,,
00:45:00.000+05:30,01:00:00.000+05:30,,19.200520957509678,,,,65.0,68.0,64.0,,,,40,,,
01:00:00.000+05:30,01:15:00.000+05:30,,19.200520957509678,,,,68.75,76.0,66.0,,,,40,,,
01:15:00.000+05:30,01:30:00.000+05:30,,19.200520957509678,,,,69.75,85.0,60.0,,,,40,,,
01:30:00.000+05:30,01:45:00.000+05:30,,19.200520957509678,,,,72.75,96.0,64.0,,,,40,,,
01:45:00.000+05:30,02:00:00.000+05:30,,19.200520957509678,,,,72.0,85.0,67.0,,,,40,,,
02:00:00.000+05:30,02:15:00.000+05:30,,19.200520957509678,,,,63.75,75.0,59.0,,,,40,,,
02:15:00.000+05:30,02:30:00.000+05:30,,19.200520957509678,,,,104.75,121.0,57.0,,,,40,,,
02:30:00.000+05:30,02:45:00.000+05:30,,19.200520957509678,,,,58.0,59.0,57.0,,,,40,,,
02:45:00.000+05:30,03:00:00.000+05:30,,19.200520957509678,,,,64.5,71.0,61.0,,,,40,,,
03:00:00.000+05:30,03:15:00.000+05:30,,19.200520957509678,,,,76.0,88.0,65.0,,,,40,,,
03:15:00.000+05:30,03:30:00.000+05:30,,19.200520957509678,,,,58.0,66.0,54.0,,,,40,,,
03:30:00.000+05:30,03:45:00.000+05:30,,19.200520957509678,,,,81.25,101.0,56.0,,,,40,,,
03:45:00.000+05:30,04:00:00.000+05:30,,19.200520957509678,,,,65.0,68.0,63.0,,,,40,,,
04:00:00.000+05:30,04:15:00.000+05:30,,19.200520957509678,,,,63.75,68.0,60.0,,,,40,,,
04:15:00.000+05:30,04:30:00.000+05:30,,19.200520957509678,,,,90.25,114.0,59.0,,,,40,,,
04:30:00.000+05:30,04:45:00.000+05:30,,19.200520957509678,,,,59.25,63.0,58.0,,,,40,,,
04:45:00.000+05:30,05:00:00.000+05:30,,19.200520957509678,,,,60.25,61.0,59.0,,,,40,,,
