Start time,End time,Move Minutes count,Calories (kcal),Distance (m),Heart Points,Heart Minutes,Average heart rate (bpm),Max heart rate (bpm),Min heart rate (bpm),Average speed (m/s),Max speed (m/s),Min speed (m/s),Step count,Average weight (kg),Max weight (kg),Min weight (kg),Walking duration (ms),Strength training duration (ms)
08:00:00.000+05:30,08:15:00.000+05:30,,19.200520957509678,,,,,,,,,,12,,,,,
08:15:00.000+05:30,08:30:00.000+05:30,7,19.200520957509678,166.1087711207435,,,92.5,103.0,81.0,,,,265,,,,,
08:30:00.000+05:30,08:45:00.000+05:30,15,19.200520957509678,356.6853656939457,,,97.75,107.0,82.0,0.396317072993273,0.396317072993273,0.396317072993273,555,,,,,
08:45:00.000+05:30,09:00:00.000+05:30,15,84.6114835717825,79.2634145986546,11.0,11,101.75,109.0,92.0,,,,555,,,,,700000
09:00:00.000+05:30,09:15:00.000+05:30,15,103.3003300330033,0.0,15.0,15,108.75,109.0,108.0,0.0,0.0,0.0,555,,,,,900000
09:15:00.000+05:30,09:30:00.000+05:30,15,103.3003300330033,0.0,15.0,15,111.0,132.0,104.0,,,,523,,,,,900000
09:30:00.000+05:30,09:45:00.000+05:30,15,93.7874037074559,605.0920557302834,3.0,3,124.25,143.0,101.0,0.6812616285533488,1.0198366394399065,0.3426866176667912,1015,,,,553000,227000
09:45:00.000+05:30,10:00:00.000+05:30,15,48.54231620706487,514.2210909473692,,,129.25,142.0,107.0,,,,775,,,,304000,
10:00:00.000+05:30,10:15:00.000+05:30,15,19.200520957509678,308.34174043938555,,,95.5,98.0,92.0,0.3426019338215395,0.3426019338215395,0.3426019338215395,480,,,,,
10:15:00.000+05:30,10:30:00.000+05:30,8,19.200520957509678,182.05044518635438,,,107.0,110.0,104.0,,,,286,,,,,
10:30:00.000+05:30,10:45:00.000+05:30,,19.200520957509678,,,,99.0,102.0,97.0,,,,6,,,,,
10:45:00.000+05:30,11:00:00.000+05:30,,19.200520957509678,,,,97.0,97.0,97.0,,,,6,,,,,
11:00:00.000+05:30,11:15:00.000+05:30,,19.200520957509678,,,,,,,,,,6,,,,,
11:15:00.000+05:30,11:30:00.000+05:30,,19.200520957509678,,,,,,,,,,21,,,,,
11:30:00.000+05:30,11:45:00.000+05:30,,19.200520957509674,,,,,,,,,,44,,,,,
11:45:00.000+05:30,12:00:00.000+05:30,,19.200520957509674,,,,,,,,,,44,,,,,
12:00:00.000+05:30,12:15:00.000+05:30,,19.200520957509674,,,,,,,,,,44,,,,,
12:15:00.000+05:30,12:30:00.000+05:30,,19.200520957509674,,,,,,,,,,44,,,,,
12:30:00.000+05:30,12:45:00.000+05:30,,19.200520957509674,,,,,,,,,,44,,,,,
12:45:00.000+05:30,13:00:00.000+05:30,,19.200520957509674,,,,,,,,,,44,,,,,
13:00:00.000+05:30,13:15:00.000+05:30,,19.200520957509674,,,,99.0,99.0,99.0,,,,44,,,,,
13:15:00.000+05:30,13:30:00.000+05:30,,19.200520957509674,,,,99.75,106.0,97.0,,,,44,,,,,
13:30:00.000+05:30,13:45:00.000+05:30,,19.200520957509678,,,,94.5,97.0,91.0,,,,57,,,,,
13:45:00.000+05:30,14:00:00.000+05:30,,19.200520957509678,,,,98.25,112.0,69.0,,,,76,,,,,
14:00:00.000+05:30,14:15:00.000+05:30,,19.200520957509678,,,,99.25,102.0,92.0,,,,76,,,,,
14:15:00.000+05:30,14:30:00.000+05:30,,19.200520957509678,,,,90.5,100.0,78.0,,,,76,,,,,
14:30:00.000+05:30,14:45:00.000+05:30,,19.200520957509674,,,,90.5,96.0,82.0,,,,51,,,,,
14:45:00.000+05:30,15:00:00.000+05:30,,19.200520957509678,,,,94.25,97.0,87.0,,,,13,,,,,
15:00:00.000+05:30,15:15:00.000+05:30,,19.200520957509678,,,,90.0,99.0,81.0,,,,13,,,,,
15:15:00.000+05:30,15:30:00.000+05:30,,19.200520957509678,,,,92.0,96.0,82.0,,,,13,,,,,
15:30:00.000+05:30,15:45:00.000+05:30,,19.200520957509678,,,,88.25,92.0,79.0,,,,32,,,,,
15:45:00.000+05:30,16:00:00.000+05:30,,19.200520957509678,,,,87.0,93.0,72.0,,,,63,,,,,
16:00:00.000+05:30,16:15:00.000+05:30,,19.200520957509678,,,,92.0,97.0,78.0,,,,63,,,,,
16:15:00.000+05:30,16:30:00.000+05:30,,19.200520957509678,,,,89.25,92.0,88.0,,,,63,,,,,
16:30:00.000+05:30,16:45:00.000+05:30,,19.200520957509678,,,,86.0,90.0,79.0,,,,63,,,,,
16:45:00.000+05:30,17:00:00.000+05:30,,19.200520957509678,,,,84.5,93.0,76.0,,,,63,,,,,
17:00:00.000+05:30,17:15:00.000+05:30,,19.200520957509678,,,,89.5,93.0,87.0,,,,63,,,,,
17:15:00.000+05:30,17:30:00.000+05:30,,19.200520957509678,,,,101.5,108.0,96.0,,,,63,,,,,
17:30:00.000+05:30,17:45:00.000+05:30,,19.200520957509678,,,,98.5,108.0,84.0,,,,76,,,,,
17:45:00.000+05:30,18:00:00.000+05:30,,19.200520957509678,,,,100.0,105.0,94.0,,,,157,,,,,
18:00:00.000+05:30,18:15:00.000+05:30,,19.200520957509678,,,,99.5,103.0,96.0,,,,157,,,,,
18:15:00.000+05:30,18:30:00.000+05:30,,19.200520957509678,,,,108.0,114.0,98.0,,,,157,,,,,
18:30:00.000+05:30,18:45:00.000+05:30,,19.200520957509678,,,,90.25,101.0,72.0,,,,157,,,,,
18:45:00.000+05:30,19:00:00.000+05:30,,19.200520957509678,,,,89.25,99.0,68.0,,,,44,,,,,
19:00:00.000+05:30,19:15:00.000+05:30,,19.20052095750968,,,,95.5,97.0,93.0,,,,39,,,,,
19:15:00.000+05:30,19:30:00.000+05:30,,19.20052095750968,,,,95.75,106.0,92.0,,,,39,,,,,
19:30:00.000+05:30,19:45:00.000+05:30,,19.20052095750968,,,,95.75,107.0,90.0,,,,39,,,,,
19:45:00.000+05:30,20:00:00.000+05:30,,19.20052095750968,,,,78.0,89.0,67.0,,,,39,,,,,
20:00:00.000+05:30,20:15:00.000+05:30,,19.20052095750968,,,,84.5,91.0,80.0,,,,39,,,,,
20:15:00.000+05:30,20:30:00.000+05:30,,19.20052095750968,,,,91.0,94.0,84.0,,,,39,,,,,
20:30:00.000+05:30,20:45:00.000+05:30,,19.200520957509678,,,,78.25,96.0,72.0,,,,34,,,,,
20:45:00.000+05:30,21:00:00.000+05:30,,19.200520957509674,,,,88.5,94.0,80.0,,,,33,,,,,
21:00:00.000+05:30,21:15:00.000+05:30,,19.200520957509674,,,,79.75,82.0,75.0,,,,33,,,,,
21:15:00.000+05:30,21:30:00.000+05:30,,19.200520957509674,,,,88.25,94.0,79.0,,,,33,,,,,
21:30:00.000+05:30,21:45:00.000+05:30,,19.200520957509678,,,,92.0,98.0,74.0,,,,133,,,,,
21:45:00.000+05:30,22:00:00.000+05:30,,19.200520957509678,,,,91.0,93.0,89.0,,,,141,,,,,
22:00:00.000+05:30,22:15:00.000+05:30,,19.200520957509678,,,,,,,,,,141,,,,,
22:15:00.000+05:30,22:30:00.000+05:30,,19.200520957509678,,,,92.5,98.0,87.0,,,,141,,,,,
22:30:00.000+05:30,22:45:00.000+05:30,,19.200520957509674,,,,92.75,110.0,67.0,,,,18,,,,,
22:45:00.000+05:30,23:00:00.000+05:30,,19.200520957509674,,,,96.25,99.0,90.0,,,,,,,,,
23:00:00.000+05:30,23:15:00.000+05:30,,19.200520957509674,,,,80.25,86.0,73.0,,,,,,,,,
23:15:00.000+05:30,23:30:00.000+05:30,,19.200520957509674,,,,75.75,79.0,74.0,,,,,,,,,
23:30:00.000+05:30,23:45:00.000+05:30,,19.200520957509674,,,,66.25,67.0,66.0,,,,,,,,,
23:45:00.000+05:30,00:00:00.000+05:30,,19.200520957509674,,,,68.0,69.0,67.0,,,,,,,,,
