Start time,End time,Move Minutes count,Calories (kcal),Distance (m),Heart Points,Heart Minutes,Average heart rate (bpm),Max heart rate (bpm),Min heart rate (bpm),Average speed (m/s),Max speed (m/s),Min speed (m/s),Step count,Average weight (kg),Max weight (kg),Min weight (kg),Walking duration (ms),Strength training duration (ms)
00:00:00.000+05:30,00:15:00.000+05:30,,19.200520957509674,,,,75.0,75.0,75.0,,,,48,,,,,
00:15:00.000+05:30,00:30:00.000+05:30,,19.200520957509674,,,,79.0,84.0,74.0,,,,48,,,,,
00:30:00.000+05:30,00:45:00.000+05:30,,19.200520957509674,,,,81.25,84.0,80.0,,,,48,,,,,
00:45:00.000+05:30,01:00:00.000+05:30,,19.200520957509674,,,,76.0,80.0,74.0,,,,48,,,,,
01:00:00.000+05:30,01:15:00.000+05:30,,19.200520957509674,,,,79.5,85.0,75.0,,,,48,,,,,
01:15:00.000+05:30,01:30:00.000+05:30,,19.200520957509674,,,,74.75,78.0,70.0,,,,48,,,,,
01:30:00.000+05:30,01:45:00.000+05:30,,19.200520957509674,,,,68.5,71.0,67.0,,,,48,,,,,
01:45:00.000+05:30,02:00:00.000+05:30,,19.200520957509674,,,,67.25,68.0,65.0,,,,48,,,,,
02:00:00.000+05:30,02:15:00.000+05:30,,19.200520957509674,,,,66.25,84.0,59.0,,,,48,,,,,
02:15:00.000+05:30,02:30:00.000+05:30,,19.200520957509674,,,,56.5,57.0,56.0,,,,48,,,,,
02:30:00.000+05:30,02:45:00.000+05:30,,19.200520957509674,,,,56.0,57.0,55.0,,,,48,,,,,
02:45:00.000+05:30,03:00:00.000+05:30,,19.200520957509674,,,,67.25,75.0,58.0,,,,48,,,,,
03:00:00.000+05:30,03:15:00.000+05:30,,19.200520957509674,,,,61.75,62.0,61.0,,,,48,,,,,
03:15:00.000+05:30,03:30:00.000+05:30,,19.200520957509674,,,,59.75,67.0,56.0,,,,48,,,,,
03:30:00.000+05:30,03:45:00.000+05:30,,19.200520957509674,,,,74.5,106.0,58.0,,,,48,,,,,
03:45:00.000+05:30,04:00:00.000+05:30,,19.200520957509674,,,,65.75,74.0,57.0,,,,48,,,,,
04:00:00.000+05:30,04:15:00.000+05:30,,19.200520957509674,,,,55.25,57.0,54.0,,,,48,,,,,
04:15:00.000+05:30,04:30:00.000+05:30,,19.200520957509674,,,,64.0,71.0,54.0,,,,48,,,,,
04:30:00.000+05:30,04:45:00.000+05:30,,19.200520957509674,,,,58.0,58.0,58.0,,,,48,,,,,
04:45:00.000+05:30,05:00:00.000+05:30,,19.200520957509674,,,,63.75,69.0,58.0,,,,48,,,,,
